NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;OEVP   ;SPOE   ;FPOE   ;NEOS   ;JETZT  ;GRUE   ;KPOE   ;WANDL  ;BIER   ;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;8;563;314;2;72;83;19;21;16;97;3;1;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;9;679;376;0;71;84;31;49;14;123;1;2;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;10;779;394;0;96;74;29;41;12;136;2;0;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;11;634;293;0;79;76;10;27;5;92;1;3;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;12;859;465;3;77;94;23;54;22;178;9;5;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;13;688;383;1;85;108;33;28;9;108;5;3;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;14;658;313;5;83;81;34;29;7;70;2;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;15;709;381;1;57;68;28;53;19;143;10;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;16;1246;375;2;70;85;43;41;11;113;5;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;17;863;369;3;71;63;25;56;17;125;5;1;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;18;651;306;3;54;88;33;27;14;84;3;0;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;19;595;314;4;64;54;19;50;19;102;1;0;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;20;728;370;1;84;76;23;67;17;98;2;0;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;21;733;385;2;75;83;24;53;9;134;3;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;22;684;344;2;59;85;29;28;15;115;5;3;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;23;506;272;1;48;79;14;21;12;91;4;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;24;498;295;2;50;65;19;22;16;117;3;0;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;25;749;367;1;60;71;26;53;14;137;1;3;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;26;768;413;3;79;77;21;47;23;154;5;4;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;27;803;399;2;55;102;18;38;15;160;6;2;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;28;917;442;2;81;119;74;44;19;92;5;4;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90601;4;9;2;6;29;0;5143;33;1052;874;271;804;137;1891;37;28;16;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;1;712;361;1;74;77;20;50;16;119;2;2;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;2;454;260;3;48;53;4;42;14;92;2;2;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;3;634;356;1;69;65;23;41;15;133;7;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;4;460;261;0;51;43;21;36;11;98;0;0;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;5;569;254;3;44;71;12;27;14;75;2;4;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;6;719;364;0;54;83;24;37;21;137;2;5;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;7;710;375;1;49;70;19;53;24;152;4;2;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;8;1099;279;3;44;54;23;31;13;106;2;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;9;723;405;0;64;59;22;71;26;158;4;0;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;10;741;364;5;73;76;26;45;14;121;3;1;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;11;610;333;0;46;61;24;31;23;140;4;4;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;12;875;443;2;84;76;19;64;26;162;6;3;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;13;787;449;0;77;95;21;40;33;173;4;6;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;14;817;434;3;75;128;43;48;25;107;4;1;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;15;603;347;2;90;102;29;36;9;76;2;1;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;16;527;262;0;32;58;27;29;9;101;3;3;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;17;693;355;1;58;72;28;45;12;133;4;0;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;18;623;339;2;75;57;23;44;14;116;6;2;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;19;835;459;3;83;76;23;71;24;168;5;4;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;20;689;364;0;62;60;21;41;19;150;7;4;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;21;720;365;3;81;69;19;37;21;124;3;6;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;22;680;308;0;49;62;20;31;18;119;3;6;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;23;619;312;1;36;80;27;34;9;119;1;3;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;24;684;326;1;52;71;22;41;14;114;5;5;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;25;749;379;1;56;78;32;40;22;145;3;2;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;26;684;361;5;59;75;13;29;13;154;8;3;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;27;623;353;1;58;79;31;55;15;109;1;4;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;28;597;277;1;52;67;21;26;11;88;5;3;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;29;695;362;1;59;56;14;63;16;150;1;2;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;30;714;425;1;61;99;19;40;18;177;7;2;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90701;4;9;2;7;31;0;5640;28;1077;949;258;843;173;2228;43;28;13;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;1;491;272;1;68;52;18;32;15;84;1;1;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;2;584;281;0;65;46;27;50;16;71;2;3;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;3;486;270;2;60;54;23;36;9;78;6;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;4;797;405;2;112;65;22;63;16;116;6;2;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;5;704;346;1;87;52;28;41;12;117;7;1;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;6;675;374;2;87;70;24;63;11;111;3;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;7;697;364;0;71;71;26;57;19;116;2;2;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;8;1266;396;3;93;77;19;51;17;132;1;2;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;9;787;417;2;71;86;22;60;15;152;2;4;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;10;699;401;0;84;70;15;61;23;139;5;0;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;11;762;397;3;75;74;33;38;27;137;5;4;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;12;572;302;6;66;58;16;41;16;93;1;3;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;13;512;276;1;54;63;17;36;16;85;2;2;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;14;824;451;1;116;82;26;71;22;126;4;3;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;15;807;452;4;110;70;35;60;15;150;5;3;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;16;710;358;0;83;73;16;48;14;117;4;2;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;17;770;354;3;64;65;21;48;19;127;4;2;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;18;799;421;3;87;94;35;47;19;129;3;1;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;19;605;320;7;65;55;22;31;16;118;5;0;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;20;679;358;2;73;71;21;43;12;126;8;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;21;873;479;4;98;101;37;53;21;150;7;1;7;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;22;725;364;1;77;83;24;27;17;121;10;3;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90801;4;9;2;8;23;0;4662;13;1146;751;254;756;143;1525;40;21;13;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;1;785;407;4;99;70;20;64;16;128;3;2;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;2;598;334;1;87;52;20;41;12;117;2;0;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;3;775;422;2;58;103;28;70;14;131;8;4;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;4;691;377;3;95;78;33;52;11;99;3;2;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;5;620;309;3;62;61;25;36;13;102;2;4;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;6;692;377;0;88;76;21;55;10;119;4;1;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;7;623;332;3;85;77;26;38;9;90;1;0;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;8;733;388;2;89;78;31;39;12;131;1;4;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;9;670;332;2;74;49;28;48;16;109;4;2;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;10;635;329;2;67;55;24;39;26;110;6;0;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;11;602;297;3;38;112;48;20;8;58;5;3;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;12;831;420;1;84;97;24;49;20;136;4;4;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;13;959;489;8;91;143;56;35;25;123;4;1;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;14;920;467;2;89;143;44;39;28;109;9;2;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;15;896;402;2;71;109;30;37;18;124;5;5;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;16;939;425;3;66;89;40;50;14;156;2;3;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;17;685;335;1;59;85;38;45;11;86;5;1;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;18;792;402;4;78;77;36;43;21;135;3;1;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;19;710;377;3;63;88;24;49;22;121;2;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;20;625;316;1;71;66;24;34;10;107;0;2;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;21;722;368;0;63;90;32;48;14;105;6;5;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;22;804;423;5;109;67;25;49;7;150;6;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;23;869;477;2;95;100;28;60;17;168;3;2;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;24;825;431;3;88;82;28;38;32;153;4;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;25;1662;462;0;116;71;27;81;10;145;4;4;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;26;769;435;3;83;82;24;75;13;147;4;2;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;27;753;404;1;88;57;22;63;18;146;6;3;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;28;741;379;2;102;58;17;57;6;136;0;1;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;29;707;387;1;107;71;19;65;19;102;2;1;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;30;771;388;2;103;53;28;57;24;114;2;4;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;31;722;358;1;100;62;35;39;17;98;2;2;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;32;835;444;4;81;89;35;63;21;144;3;3;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;33;517;224;1;37;47;17;39;6;72;1;3;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;34;650;287;2;45;68;27;41;12;87;4;0;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;35;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;36;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;37;0;7069;20;1659;1214;356;1169;176;2350;60;36;29;                                                                                                                                                                                                                 
AT1;AT13;AT130;;4;9;2;92;1;0;2081;8;521;294;141;350;94;650;9;10;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;;4;9;2;92;2;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;;4;9;2;92;3;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;1;692;368;1;66;76;10;43;10;149;4;3;6;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;2;728;352;3;55;80;33;39;16;115;3;6;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;3;936;529;4;88;122;29;57;27;186;5;9;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;4;951;500;2;96;120;46;46;21;161;3;3;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;5;815;414;3;75;84;37;38;11;154;7;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;6;789;392;4;80;106;35;25;13;124;2;3;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;7;704;372;2;59;72;16;58;12;150;0;2;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;8;701;340;4;56;72;30;32;18;120;3;3;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;9;802;384;3;84;88;29;27;16;130;5;0;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;10;735;382;2;82;71;25;33;18;145;5;1;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;11;744;372;1;60;90;27;43;13;133;2;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;12;1808;389;2;86;93;26;49;11;112;5;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;13;765;410;2;78;127;34;43;12;104;1;4;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;14;640;281;0;67;89;21;27;11;64;0;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;15;828;432;3;80;115;30;50;19;121;4;3;7;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;16;779;432;4;86;99;30;37;12;146;9;5;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;17;690;328;5;85;74;33;32;10;85;0;0;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;18;690;324;2;56;87;27;22;12;114;2;0;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;19;755;406;3;62;140;32;25;13;114;8;5;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;20;818;453;3;80;104;35;39;18;162;7;0;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;21;748;376;1;77;79;32;36;17;125;3;2;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;22;1057;470;5;97;133;37;43;8;136;6;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;23;721;370;4;69;97;26;40;16;110;7;0;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;24;690;311;0;59;74;33;30;9;92;5;5;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;25;828;414;4;78;114;42;29;16;125;3;2;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;26;666;342;0;62;78;34;35;9;115;2;1;6;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;27;663;363;2;76;62;27;48;15;129;3;1;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;28;795;432;2;72;107;56;34;12;140;5;2;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;29;693;329;0;48;90;34;26;11;107;7;4;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;30;445;253;1;46;71;26;19;10;75;1;1;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;31;761;347;6;53;94;35;30;10;112;3;4;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;32;887;402;1;76;135;47;39;11;84;6;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;33;577;285;0;74;62;33;33;9;72;1;1;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;34;539;268;1;50;114;27;12;8;50;4;0;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;35;799;418;2;83;104;24;38;21;133;4;6;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;36;807;416;4;93;96;54;45;10;112;1;1;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;37;680;319;5;98;92;18;26;9;65;4;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;38;809;403;7;70;145;60;25;18;67;7;1;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;39;564;286;4;54;57;35;10;6;108;9;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;40;826;358;8;55;110;70;17;17;73;3;3;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;41;707;356;2;66;79;37;28;16;121;4;3;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;42;464;238;3;46;42;26;29;9;73;5;1;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;43;491;250;1;48;50;22;32;8;82;4;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;44;653;311;3;48;89;38;23;8;92;6;3;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;45;620;300;1;58;69;30;29;10;94;7;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;46;674;337;3;64;84;46;25;11;97;5;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;47;838;455;4;57;127;39;47;15;158;2;3;3;                                                                                                                                                                                                                 
